iter	Passed	Remaining
1663	32523	65203
1664	32536	65170
1665	32556	65152
1666	32573	65127
1667	32593	65109
1668	32610	65085
1669	32627	65060
1670	32644	65035
1671	32660	65008
1672	32679	64988
1673	32696	64963
1674	32714	64940
1675	32734	64922
1676	32747	64890
1677	32769	64874
1678	32786	64850
1679	32805	64830
1680	32823	64807
1681	32839	64781
1682	32857	64758
1683	32875	64735
1684	32891	64708
1685	32908	64684
1686	32925	64659
1687	32943	64638
1688	32961	64615
1689	32978	64590
1690	32999	64573
1691	33018	64553
1692	33035	64528
1693	33055	64510
1694	33071	64484
1695	33090	64464
1696	33107	64439
1697	33124	64415
1698	33141	64390
1699	33159	64368
1700	33180	64352
1701	33198	64328
1702	33214	64302
1703	33230	64276
1704	33251	64259
1705	33271	64240
1706	33290	64221
1707	33308	64198
1708	33329	64182
1709	33348	64161
1710	33364	64136
1711	33380	64109
1712	33399	64087
1713	33417	64066
1714	33434	64043
1715	33455	64025
1716	33475	64007
1717	33489	63977
1718	33505	63950
1719	33523	63929
1720	33541	63906
1721	33559	63884
1722	33579	63864
1723	33596	63841
1724	33610	63811
1725	33630	63792
1726	33649	63772
1727	33668	63752
1728	33685	63728
1729	33703	63704
1730	33720	63680
1731	33735	63654
1732	33756	63636
1733	33776	63617
1734	33793	63594
1735	33810	63569
1736	33830	63552
1737	33848	63529
1738	33868	63511
1739	33889	63493
1740	33909	63475
1741	33928	63455
1742	33946	63433
1743	33963	63408
1744	33980	63384
1745	33995	63357
1746	34015	63339
1747	34032	63314
1748	34049	63290
1749	34070	63273
1750	34088	63250
1751	34105	63227
1752	34125	63209
1753	34144	63189
1754	34162	63166
1755	34180	63145
1756	34200	63125
1757	34220	63108
1758	34238	63085
1759	34257	63065
1760	34274	63040
1761	34293	63020
1762	34311	62998
1763	34331	62980
1764	34349	62958
1765	34367	62936
1766	34386	62916
1767	34405	62895
1768	34422	62871
1769	34442	62852
1770	34462	62833
1771	34479	62810
1772	34500	62793
1773	34518	62772
1774	34538	62753
1775	34555	62729
1776	34575	62711
1777	34597	62695
1778	34614	62671
1779	34633	62651
1780	34652	62632
1781	34669	62606
1782	34688	62586
1783	34705	62563
1784	34724	62543
1785	34742	62521
1786	34762	62502
1787	34780	62480
1788	34799	62460
1789	34816	62435
1790	34834	62414
1791	34851	62390
1792	34868	62366
1793	34886	62344
1794	34907	62327
1795	34925	62305
1796	34945	62287
1797	34962	62263
1798	34979	62240
1799	34998	62220
1800	35019	62202
1801	35038	62182
1802	35055	62159
1803	35074	62138
1804	35094	62119
1805	35114	62102
1806	35133	62082
1807	35154	62063
1808	35174	62045
1809	35192	62023
1810	35211	62004
1811	35233	61988
1812	35251	61966
1813	35270	61947
1814	35289	61926
1815	35309	61909
1816	35326	61885
1817	35349	61871
1818	35368	61851
1819	35389	61835
1820	35410	61818
1821	35427	61793
1822	35447	61774
1823	35466	61754
1824	35487	61738
1825	35507	61720
1826	35527	61701
1827	35546	61680
1828	35565	61661
1829	35586	61643
1830	35603	61620
1831	35619	61596
1832	35636	61572
1833	35653	61548
1834	35671	61525
1835	35687	61501
1836	35707	61482
1837	35727	61464
1838	35746	61443
1839	35764	61421
1840	35784	61403
1841	35802	61381
1842	35819	61357
1843	35840	61340
1844	35859	61321
1845	35876	61297
1846	35892	61272
1847	35909	61248
1848	35927	61227
1849	35947	61207
1850	35965	61186
1851	35984	61165
1852	36005	61148
1853	36024	61128
1854	36043	61109
1855	36062	61087
1856	36084	61073
1857	36105	61055
1858	36125	61038
1859	36138	61007
1860	36159	60991
1861	36180	60973
1862	36197	60950
1863	36218	60933
1864	36236	60912
1865	36255	60892
1866	36272	60868
1867	36290	60846
1868	36308	60824
1869	36325	60800
1870	36343	60779
1871	36359	60753
1872	36378	60734
1873	36398	60715
1874	36416	60693
1875	36434	60672
1876	36452	60651
1877	36473	60633
1878	36494	60617
1879	36513	60596
1880	36531	60575
1881	36549	60553
1882	36569	60534
1883	36589	60517
1884	36608	60497
1885	36627	60476
1886	36646	60455
1887	36663	60432
1888	36680	60409
1889	36698	60388
1890	36718	60368
1891	36736	60347
1892	36752	60322
1893	36772	60303
1894	36791	60283
1895	36809	60261
1896	36826	60238
1897	36844	60216
1898	36862	60195
1899	36882	60176
1900	36901	60156
1901	36918	60133
1902	36937	60112
1903	36955	60092
1904	36974	60070
1905	36990	60046
1906	37008	60024
1907	37026	60002
1908	37044	59981
1909	37062	59960
1910	37080	59938
1911	37095	59911
1912	37113	59890
1913	37133	59871
1914	37153	59852
1915	37173	59834
1916	37193	59815
1917	37210	59793
1918	37227	59769
1919	37247	59750
1920	37267	59733
1921	37285	59711
1922	37304	59690
1923	37321	59668
1924	37340	59647
1925	37359	59627
1926	37376	59605
1927	37394	59583
1928	37413	59562
1929	37432	59543
1930	37451	59523
1931	37473	59507
1932	37492	59487
1933	37512	59469
1934	37531	59449
1935	37549	59428
1936	37570	59410
1937	37587	59387
1938	37606	59367
1939	37624	59345
1940	37644	59326
1941	37659	59301
1942	37677	59279
1943	37695	59257
1944	37713	59236
1945	37732	59216
1946	37748	59191
1947	37768	59173
1948	37787	59152
1949	37806	59132
1950	37825	59113
1951	37841	59088
1952	37861	59069
1953	37880	59050
1954	37895	59024
1955	37914	59003
1956	37932	58982
1957	37948	58958
1958	37967	58937
1959	37985	58915
1960	38003	58894
1961	38021	58872
1962	38040	58853
1963	38060	58835
1964	38079	58814
1965	38098	58795
1966	38117	58774
1967	38136	58754
1968	38155	58735
1969	38176	58717
1970	38194	58696
1971	38212	58674
1972	38230	58654
1973	38250	58634
1974	38267	58612
1975	38287	58593
1976	38307	58574
1977	38324	58552
1978	38344	58533
1979	38363	58514
1980	38382	58494
1981	38402	58476
1982	38422	58457
1983	38443	58439
1984	38461	58419
1985	38476	58392
1986	38493	58369
1987	38513	58352
1988	38531	58329
1989	38550	58309
1990	38570	58292
1991	38590	58272
1992	38609	58253
1993	38626	58230
1994	38645	58209
1995	38663	58189
1996	38681	58168
1997	38701	58148
1998	38722	58131
1999	38739	58108
2000	38759	58090
2001	38778	58071
2002	38795	58048
2003	38816	58030
2004	38834	58009
2005	38851	57987
2006	38868	57963
2007	38888	57945
2008	38905	57922
2009	38924	57902
2010	38942	57881
2011	38962	57862
2012	38983	57845
2013	39003	57826
2014	39015	57797
2015	39035	57778
2016	39051	57754
2017	39070	57734
2018	39089	57714
2019	39109	57696
2020	39126	57673
2021	39142	57649
2022	39159	57625
2023	39173	57599
2024	39193	57580
2025	39213	57562
2026	39232	57542
2027	39250	57521
2028	39270	57503
2029	39292	57487
2030	39311	57467
2031	39330	57447
2032	39348	57425
2033	39365	57402
2034	39383	57382
2035	39402	57361
2036	39419	57338
2037	39439	57320
2038	39460	57304
2039	39479	57284
2040	39500	57267
2041	39519	57247
2042	39541	57231
2043	39558	57209
2044	39575	57186
2045	39595	57167
2046	39612	57144
2047	39630	57123
2048	39650	57105
2049	39670	57087
2050	39686	57062
2051	39702	57037
2052	39719	57015
2053	39736	56992
2054	39754	56971
2055	39771	56948
2056	39790	56929
2057	39808	56907
2058	39824	56883
2059	39841	56861
2060	39860	56840
2061	39874	56813
2062	39892	56792
2063	39908	56768
2064	39927	56749
2065	39944	56727
2066	39963	56706
2067	39984	56689
2068	40003	56669
2069	40020	56648
2070	40038	56625
2071	40056	56604
2072	40072	56581
2073	40091	56561
2074	40110	56540
2075	40130	56522
2076	40150	56504
2077	40170	56485
2078	40191	56468
2079	40208	56447
2080	40226	56425
2081	40248	56410
2082	40267	56390
2083	40287	56371
2084	40307	56352
2085	40326	56333
2086	40348	56317
2087	40364	56294
2088	40385	56276
2089	40401	56253
2090	40421	56234
2091	40437	56210
2092	40456	56190
2093	40473	56168
2094	40492	56148
2095	40506	56121
2096	40526	56102
2097	40542	56079
2098	40559	56057
2099	40575	56033
2100	40592	56009
2101	40611	55991
2102	40631	55972
2103	40651	55953
2104	40668	55930
2105	40684	55907
2106	40704	55889
2107	40721	55867
2108	40740	55846
2109	40758	55826
2110	40775	55803
2111	40791	55778
2112	40809	55758
2113	40828	55738
2114	40843	55713
2115	40861	55691
2116	40879	55671
2117	40896	55648
2118	40913	55626
2119	40932	55606
2120	40950	55586
2121	40967	55562
2122	40986	55543
2123	41005	55523
2124	41022	55501
2125	41036	55474
2126	41055	55454
2127	41073	55434
2128	41094	55416
2129	41113	55397
2130	41133	55378
2131	41153	55360
2132	41172	55340
2133	41186	55314
2134	41204	55292
2135	41222	55271
2136	41237	55247
2137	41257	55228
2138	41278	55211
2139	41295	55188
2140	41311	55165
2141	41327	55141
2142	41345	55121
2143	41364	55101
2144	41383	55081
2145	41402	55061
2146	41421	55042
2147	41441	55023
2148	41458	55002
2149	41478	54983
2150	41498	54964
2151	41519	54947
2152	41535	54923
2153	41552	54901
2154	41568	54878
2155	41585	54855
2156	41601	54832
2157	41617	54809
2158	41635	54787
2159	41655	54769
2160	41669	54742
2161	41689	54724
2162	41706	54701
2163	41724	54681
2164	41742	54660
2165	41761	54640
2166	41780	54621
2167	41798	54599
2168	41817	54580
2169	41834	54558
2170	41855	54541
2171	41873	54519
2172	41890	54498
2173	41908	54477
2174	41928	54458
2175	41944	54434
2176	41962	54414
2177	41983	54397
2178	42003	54378
2179	42019	54355
2180	42038	54335
2181	42057	54316
2182	42073	54293
2183	42091	54271
2184	42106	54247
2185	42125	54227
2186	42141	54203
2187	42156	54179
2188	42176	54160
2189	42194	54139
2190	42214	54121
2191	42232	54100
2192	42250	54080
2193	42265	54054
2194	42287	54039
2195	42303	54015
2196	42317	53990
2197	42333	53966
2198	42352	53947
2199	42371	53927
2200	42390	53908
2201	42408	53887
2202	42428	53869
2203	42448	53850
2204	42468	53831
2205	42485	53809
2206	42502	53787
2207	42522	53769
2208	42540	53748
2209	42560	53730
2210	42576	53707
2211	42593	53684
2212	42612	53664
2213	42630	53644
2214	42649	53624
2215	42665	53601
2216	42683	53580
2217	42702	53561
2218	42721	53540
2219	42739	53520
2220	42757	53500
2221	42778	53482
2222	42794	53459
2223	42813	53439
2224	42834	53422
2225	42854	53405
2226	42873	53385
2227	42892	53365
2228	42912	53346
2229	42930	53325
2230	42947	53303
2231	42965	53283
2232	42983	53262
2233	43001	53241
2234	43019	53221
2235	43036	53199
2236	43053	53177
2237	43072	53157
2238	43089	53135
2239	43107	53114
2240	43125	53093
2241	43141	53070
2242	43160	53050
2243	43179	53031
2244	43193	53006
2245	43208	52981
2246	43225	52959
2247	43244	52939
2248	43258	52914
2249	43277	52894
2250	43295	52873
2251	43311	52851
2252	43326	52826
2253	43345	52807
2254	43366	52790
2255	43384	52769
2256	43400	52745
2257	43418	52725
2258	43437	52706
2259	43458	52688
2260	43477	52668
2261	43493	52645
2262	43513	52628
2263	43534	52610
2264	43552	52590
2265	43572	52571
2266	43592	52553
2267	43612	52535
2268	43629	52513
2269	43651	52496
2270	43670	52477
2271	43686	52455
2272	43705	52434
2273	43722	52412
2274	43740	52393
2275	43757	52371
2276	43774	52348
2277	43793	52329
2278	43808	52304
2279	43828	52287
2280	43846	52266
2281	43865	52246
2282	43882	52224
2283	43901	52204
2284	43917	52182
2285	43934	52160
2286	43951	52138
2287	43966	52114
2288	43980	52088
2289	43998	52067
2290	44016	52047
2291	44036	52028
2292	44054	52008
2293	44071	51986
2294	44090	51967
2295	44109	51947
2296	44129	51929
2297	44146	51907
2298	44166	51889
2299	44185	51870
2300	44203	51849
2301	44221	51828
2302	44240	51809
2303	44258	51788
2304	44276	51768
2305	44296	51749
2306	44314	51729
2307	44332	51708
2308	44350	51687
2309	44368	51667
2310	44387	51648
2311	44404	51626
2312	44425	51608
2313	44440	51584
2314	44460	51566
2315	44478	51546
2316	44498	51527
2317	44520	51511
2318	44538	51490
2319	44557	51471
2320	44577	51453
2321	44593	51430
2322	44613	51411
2323	44629	51389
2324	44646	51366
2325	44663	51345
2326	44679	51322
2327	44700	51305
2328	44717	51283
2329	44735	51263
2330	44752	51241
2331	44772	51223
2332	44790	51202
2333	44808	51181
2334	44828	51164
2335	44846	51143
2336	44865	51123
2337	44882	51102
2338	44901	51082
2339	44920	51062
2340	44937	51041
2341	44958	51024
2342	44973	51000
2343	44995	50984
2344	45010	50960
2345	45028	50939
2346	45047	50920
2347	45066	50901
2348	45087	50884
2349	45108	50866
2350	45123	50842
2351	45138	50819
2352	45157	50799
2353	45177	50781
2354	45196	50761
2355	45211	50738
2356	45232	50721
2357	45251	50701
2358	45268	50679
2359	45287	50661
2360	45307	50642
2361	45329	50626
2362	45349	50608
2363	45367	50586
2364	45386	50567
2365	45404	50547
2366	45425	50530
2367	45444	50511
2368	45461	50489
2369	45480	50470
2370	45497	50447
2371	45517	50429
2372	45533	50407
2373	45552	50388
2374	45571	50368
2375	45590	50349
2376	45607	50328
2377	45627	50308
2378	45645	50288
2379	45661	50266
2380	45680	50246
2381	45694	50221
2382	45713	50202
2383	45729	50179
2384	45747	50158
2385	45765	50138
2386	45783	50117
2387	45799	50096
2388	45817	50074
2389	45831	50050
2390	45850	50030
2391	45868	50010
2392	45885	49988
2393	45903	49968
2394	45924	49950
2395	45942	49930
2396	45961	49911
2397	45979	49891
2398	45997	49870
2399	46016	49850
2400	46034	49830
2401	46050	49808
2402	46071	49791
2403	46089	49770
2404	46107	49749
2405	46125	49729
2406	46142	49708
2407	46156	49683
2408	46174	49662
2409	46191	49641
2410	46210	49622
2411	46228	49601
2412	46247	49582
2413	46263	49560
2414	46283	49541
2415	46302	49522
2416	46319	49500
2417	46338	49481
2418	46358	49462
2419	46376	49442
2420	46393	49421
2421	46409	49398
2422	46428	49379
2423	46447	49359
2424	46462	49336
2425	46480	49315
2426	46498	49296
2427	46519	49277
2428	46540	49261
2429	46557	49240
2430	46578	49222
2431	46598	49203
2432	46616	49183
2433	46635	49164
2434	46655	49146
2435	46676	49129
2436	46694	49108
2437	46709	49085
2438	46729	49066
2439	46747	49046
2440	46765	49025
2441	46787	49009
2442	46804	48988
2443	46824	48970
2444	46839	48946
2445	46856	48925
2446	46876	48907
2447	46894	48887
2448	46910	48864
2449	46928	48843
2450	46946	48824
2451	46964	48802
2452	46977	48777
2453	46996	48758
2454	47011	48735
2455	47030	48715
2456	47047	48694
2457	47067	48675
2458	47085	48655
2459	47103	48635
2460	47119	48612
2461	47135	48590
2462	47154	48571
2463	47173	48551
2464	47191	48531
2465	47211	48513
2466	47231	48495
2467	47251	48476
2468	47271	48458
2469	47291	48440
2470	47311	48421
2471	47328	48400
2472	47344	48378
2473	47366	48361
2474	47386	48343
2475	47401	48320
2476	47419	48299
2477	47436	48279
2478	47455	48259
2479	47472	48237
2480	47490	48217
2481	47507	48197
2482	47527	48178
2483	47544	48156
2484	47564	48138
2485	47581	48117
2486	47601	48099
2487	47620	48079
2488	47639	48060
2489	47655	48038
2490	47671	48016
2491	47689	47995
2492	47707	47975
2493	47725	47955
2494	47742	47933
2495	47761	47914
2496	47780	47894
2497	47799	47875
2498	47818	47856
2499	47835	47835
2500	47850	47812
2501	47866	47789
2502	47884	47769
2503	47901	47748
2504	47918	47727
2505	47936	47706
2506	47954	47686
2507	47973	47667
2508	47991	47646
2509	48010	47627
2510	48029	47608
2511	48046	47587
2512	48065	47568
2513	48085	47549
2514	48101	47527
2515	48119	47507
2516	48133	47482
2517	48149	47461
2518	48168	47441
2519	48188	47423
2520	48203	47400
2521	48223	47382
2522	48244	47364
2523	48263	47345
2524	48277	47321
2525	48298	47304
2526	48317	47285
2527	48337	47266
2528	48357	47247
2529	48376	47229
2530	48393	47208
2531	48408	47185
2532	48427	47165
2533	48442	47142
2534	48460	47122
2535	48478	47102
2536	48496	47082
2537	48513	47060
2538	48530	47039
2539	48549	47020
2540	48569	47001
2541	48589	46983
2542	48608	46964
2543	48628	46946
2544	48650	46929
2545	48667	46908
2546	48684	46888
2547	48702	46867
2548	48719	46846
2549	48739	46827
2550	48753	46804
2551	48768	46781
2552	48791	46766
2553	48812	46748
2554	48831	46728
2555	48848	46708
2556	48867	46689
2557	48883	46667
2558	48900	46645
2559	48918	46625
2560	48939	46608
2561	48958	46588
2562	48976	46569
2563	48997	46551
2564	49015	46531
2565	49030	46508
2566	49051	46491
2567	49070	46471
2568	49089	46452
2569	49107	46432
2570	49126	46412
2571	49146	46394
2572	49164	46374
2573	49184	46356
2574	49203	46337
2575	49224	46320
2576	49241	46298
2577	49262	46281
2578	49277	46258
2579	49296	46238
2580	49315	46220
2581	49334	46201
2582	49352	46180
2583	49367	46158
2584	49385	46138
2585	49406	46120
2586	49420	46096
2587	49441	46078
2588	49461	46060
2589	49477	46039
2590	49496	46019
2591	49514	45999
2592	49532	45979
2593	49551	45960
2594	49567	45938
2595	49588	45920
2596	49605	45899
2597	49621	45878
2598	49641	45859
2599	49660	45840
2600	49676	45818
2601	49694	45798
2602	49713	45779
2603	49731	45759
2604	49751	45740
2605	49771	45722
2606	49785	45698
2607	49804	45679
2608	49820	45657
2609	49837	45636
2610	49856	45617
2611	49874	45597
2612	49892	45577
2613	49909	45556
2614	49928	45537
2615	49947	45517
2616	49960	45493
2617	49980	45474
2618	49998	45455
2619	50016	45435
2620	50033	45413
2621	50052	45395
2622	50072	45376
2623	50092	45358
2624	50111	45339
2625	50129	45318
2626	50149	45300
2627	50168	45281
2628	50184	45259
2629	50202	45239
2630	50222	45221
2631	50240	45201
2632	50258	45180
2633	50277	45162
2634	50294	45141
2635	50314	45123
2636	50331	45101
2637	50349	45082
2638	50367	45061
2639	50386	45042
2640	50405	45022
2641	50424	45004
2642	50441	44983
2643	50458	44962
2644	50474	44940
2645	50495	44922
2646	50513	44902
2647	50528	44880
2648	50545	44858
2649	50558	44835
2650	50573	44812
2651	50589	44790
2652	50604	44767
2653	50622	44747
2654	50642	44729
2655	50661	44709
2656	50679	44690
2657	50697	44669
2658	50714	44649
2659	50733	44630
2660	50752	44611
2661	50766	44587
2662	50781	44564
2663	50799	44545
2664	50818	44526
2665	50835	44504
2666	50854	44486
2667	50871	44464
2668	50890	44445
2669	50911	44428
2670	50931	44410
2671	50950	44391
2672	50971	44373
2673	50989	44353
2674	51010	44335
2675	51028	44316
2676	51047	44297
2677	51065	44277
2678	51081	44255
2679	51100	44236
2680	51118	44216
2681	51138	44198
2682	51154	44176
2683	51169	44153
2684	51185	44131
2685	51205	44113
2686	51224	44094
2687	51241	44073
2688	51256	44051
2689	51275	44031
2690	51291	44010
2691	51309	43990
2692	51326	43969
2693	51344	43949
2694	51362	43929
2695	51378	43908
2696	51397	43888
2697	51416	43869
2698	51431	43847
2699	51451	43828
2700	51471	43810
2701	51485	43787
2702	51503	43767
2703	51522	43748
2704	51539	43727
2705	51558	43708
2706	51576	43688
2707	51595	43669
2708	51614	43650
2709	51633	43631
2710	51652	43612
2711	51671	43593
2712	51688	43572
2713	51709	43554
2714	51725	43533
2715	51745	43515
2716	51762	43493
2717	51781	43474
2718	51799	43454
2719	51817	43435
2720	51838	43417
2721	51860	43400
2722	51880	43382
2723	51897	43362
2724	51914	43341
2725	51932	43321
2726	51953	43304
2727	51971	43284
2728	51986	43261
2729	52004	43241
2730	52023	43222
2731	52039	43201
2732	52058	43182
2733	52077	43162
2734	52096	43143
2735	52114	43123
2736	52130	43102
2737	52149	43083
2738	52166	43062
2739	52184	43042
2740	52200	43021
2741	52220	43002
2742	52238	42982
2743	52255	42962
2744	52275	42944
2745	52294	42924
2746	52312	42905
2747	52327	42882
2748	52345	42862
2749	52361	42841
2750	52378	42820
2751	52397	42801
2752	52417	42783
2753	52435	42763
2754	52454	42744
2755	52474	42725
2756	52493	42706
2757	52510	42686
2758	52530	42667
2759	52549	42649
2760	52568	42629
2761	52584	42608
2762	52604	42590
2763	52623	42571
2764	52643	42552
2765	52662	42533
2766	52679	42512
2767	52695	42491
2768	52716	42474
2769	52735	42455
2770	52752	42434
2771	52773	42416
2772	52792	42398
2773	52810	42377
2774	52824	42355
2775	52842	42335
2776	52862	42317
2777	52882	42298
2778	52901	42279
2779	52919	42259
2780	52937	42239
2781	52956	42220
2782	52973	42199
2783	52991	42180
2784	53012	42162
2785	53031	42143
2786	53051	42125
2787	53072	42107
2788	53092	42089
2789	53112	42071
2790	53132	42052
2791	53147	42030
2792	53167	42012
2793	53187	41994
2794	53209	41977
2795	53229	41959
2796	53246	41938
2797	53264	41918
2798	53286	41901
2799	53305	41882
2800	53323	41862
2801	53341	41843
2802	53360	41823
2803	53377	41803
2804	53396	41784
2805	53413	41764
2806	53433	41745
2807	53446	41722
2808	53464	41702
2809	53479	41679
2810	53499	41661
2811	53517	41641
2812	53534	41620
2813	53551	41600
2814	53570	41581
2815	53588	41561
2816	53604	41539
2817	53622	41520
2818	53640	41500
2819	53659	41481
2820	53677	41461
2821	53695	41442
2822	53712	41420
2823	53731	41402
2824	53751	41383
2825	53769	41364
2826	53788	41344
2827	53806	41325
2828	53824	41305
2829	53843	41286
2830	53860	41265
2831	53877	41245
2832	53897	41226
2833	53915	41207
2834	53930	41184
2835	53947	41164
2836	53966	41145
2837	53981	41123
2838	54002	41105
2839	54021	41087
2840	54040	41067
2841	54059	41048
2842	54075	41027
2843	54091	41005
2844	54106	40984
2845	54122	40962
2846	54138	40941
2847	54155	40920
2848	54173	40901
2849	54191	40881
2850	54208	40860
2851	54225	40840
2852	54246	40822
2853	54264	40802
2854	54283	40783
2855	54299	40762
2856	54317	40742
2857	54336	40724
2858	54355	40704
2859	54372	40684
2860	54388	40663
2861	54406	40643
2862	54422	40622
2863	54439	40601
2864	54458	40582
2865	54476	40562
2866	54495	40544
2867	54512	40523
2868	54532	40504
2869	54550	40485
2870	54567	40464
2871	54584	40444
2872	54600	40422
2873	54618	40402
2874	54634	40381
2875	54652	40362
2876	54670	40342
2877	54690	40324
2878	54710	40305
2879	54725	40284
2880	54743	40264
2881	54761	40244
2882	54779	40224
2883	54798	40206
2884	54817	40186
2885	54834	40166
2886	54852	40146
2887	54869	40126
2888	54887	40106
2889	54904	40085
2890	54923	40067
2891	54940	40046
2892	54956	40025
2893	54976	40007
2894	54994	39987
2895	55013	39968
2896	55031	39948
2897	55046	39926
2898	55064	39906
2899	55083	39887
2900	55100	39867
2901	55119	39848
2902	55136	39828
2903	55154	39808
2904	55172	39788
2905	55192	39770
2906	55212	39752
2907	55233	39734
2908	55253	39716
2909	55273	39698
2910	55292	39679
2911	55311	39660
2912	55331	39641
2913	55349	39621
2914	55365	39601
2915	55384	39582
2916	55403	39562
2917	55421	39543
2918	55437	39522
2919	55455	39502
2920	55474	39483
2921	55494	39465
2922	55514	39446
2923	55530	39425
2924	55548	39405
2925	55567	39387
2926	55586	39368
2927	55605	39348
2928	55625	39330
2929	55645	39312
2930	55665	39294
2931	55684	39275
2932	55702	39255
2933	55719	39235
2934	55735	39213
2935	55752	39193
2936	55772	39175
2937	55791	39156
2938	55809	39136
2939	55828	39117
2940	55845	39097
2941	55864	39078
2942	55883	39059
2943	55903	39040
2944	55921	39021
2945	55940	39002
2946	55955	38981
2947	55975	38962
2948	55993	38942
2949	56011	38923
2950	56029	38903
2951	56049	38885
2952	56068	38866
2953	56089	38848
2954	56107	38829
2955	56125	38809
2956	56144	38790
2957	56161	38770
2958	56182	38752
2959	56202	38733
2960	56220	38714
2961	56237	38694
2962	56255	38674
2963	56273	38654
2964	56291	38635
2965	56310	38616
2966	56328	38596
2967	56348	38578
2968	56366	38558
2969	56384	38539
2970	56402	38519
2971	56419	38498
2972	56438	38479
2973	56455	38459
2974	56469	38437
2975	56487	38417
2976	56505	38397
2977	56526	38380
2978	56541	38358
2979	56555	38336
2980	56573	38316
2981	56592	38297
2982	56606	38275
2983	56625	38256
2984	56644	38237
2985	56660	38216
2986	56676	38195
2987	56694	38176
2988	56714	38157
2989	56735	38140
2990	56756	38122
2991	56777	38104
2992	56793	38084
2993	56814	38066
2994	56835	38048
2995	56850	38026
2996	56867	38006
2997	56884	37986
2998	56905	37968
2999	56923	37948
3000	56942	37930
3001	56958	37908
3002	56975	37888
3003	56995	37870
3004	57010	37849
3005	57030	37830
3006	57049	37811
3007	57068	37792
3008	57087	37774
3009	57105	37753
3010	57120	37732
3011	57138	37712
3012	57156	37693
3013	57174	37673
3014	57194	37655
3015	57214	37637
3016	57230	37616
3017	57250	37597
3018	57268	37578
3019	57286	37558
3020	57302	37537
3021	57320	37518
3022	57339	37499
3023	57362	37482
3024	57381	37464
3025	57398	37443
3026	57418	37425
3027	57439	37407
3028	57458	37388
3029	57479	37371
3030	57497	37351
3031	57517	37332
3032	57534	37313
3033	57553	37294
3034	57569	37273
3035	57588	37254
3036	57604	37233
3037	57624	37215
3038	57644	37196
3039	57661	37176
3040	57676	37154
3041	57694	37135
3042	57712	37115
3043	57729	37095
3044	57747	37075
3045	57765	37056
3046	57783	37036
3047	57803	37018
3048	57820	36998
3049	57838	36978
3050	57857	36959
3051	57876	36940
3052	57895	36921
3053	57914	36903
3054	57933	36883
3055	57946	36861
3056	57966	36842
3057	57987	36825
3058	58007	36807
3059	58025	36787
3060	58044	36768
3061	58063	36749
3062	58086	36732
3063	58104	36713
3064	58123	36694
3065	58141	36674
3066	58161	36656
3067	58179	36637
3068	58198	36618
3069	58216	36598
3070	58233	36578
3071	58253	36560
3072	58271	36540
3073	58290	36521
3074	58310	36503
3075	58330	36484
3076	58351	36467
3077	58371	36449
3078	58390	36429
3079	58411	36412
3080	58431	36394
3081	58450	36375
3082	58469	36356
3083	58486	36335
3084	58505	36317
3085	58525	36298
3086	58542	36278
3087	58561	36259
3088	58577	36238
3089	58598	36220
3090	58618	36202
3091	58638	36184
3092	58658	36166
3093	58677	36147
3094	58693	36126
3095	58711	36107
3096	58726	36085
3097	58742	36064
3098	58760	36045
3099	58778	36025
3100	58792	36003
3101	58813	35985
3102	58831	35966
3103	58849	35946
3104	58863	35924
3105	58881	35905
3106	58900	35886
3107	58920	35867
3108	58935	35846
3109	58952	35826
3110	58970	35806
3111	58988	35787
3112	59007	35768
3113	59025	35748
3114	59041	35727
3115	59059	35708
3116	59078	35689
3117	59096	35669
3118	59110	35648
3119	59129	35629
3120	59148	35610
3121	59164	35589
3122	59179	35568
3123	59197	35548
3124	59214	35528
3125	59231	35508
3126	59249	35489
3127	59268	35469
3128	59285	35450
3129	59307	35432
3130	59325	35413
3131	59345	35395
3132	59362	35375
3133	59382	35356
3134	59400	35336
3135	59416	35316
3136	59432	35295
3137	59447	35274
3138	59467	35256
3139	59488	35238
3140	59507	35219
3141	59526	35200
3142	59548	35183
3143	59568	35165
3144	59583	35144
3145	59604	35126
3146	59625	35108
3147	59646	35090
3148	59664	35071
3149	59684	35052
3150	59703	35033
3151	59723	35015
3152	59742	34996
3153	59758	34976
3154	59778	34957
3155	59800	34940
3156	59817	34920
3157	59837	34902
3158	59856	34882
3159	59874	34863
3160	59894	34845
3161	59912	34826
3162	59932	34807
3163	59946	34785
3164	59965	34766
3165	59985	34748
3166	60003	34728
3167	60023	34710
3168	60040	34690
3169	60057	34670
3170	60076	34651
3171	60094	34632
3172	60112	34612
3173	60130	34592
3174	60147	34572
3175	60165	34553
3176	60183	34534
3177	60202	34515
3178	60219	34494
3179	60236	34474
3180	60253	34454
3181	60273	34436
3182	60291	34417
3183	60307	34396
3184	60325	34377
3185	60345	34358
3186	60360	34337
3187	60379	34318
3188	60397	34298
3189	60414	34279
3190	60432	34259
3191	60448	34239
3192	60466	34219
3193	60485	34200
3194	60503	34180
3195	60521	34161
3196	60539	34142
3197	60558	34123
3198	60577	34104
3199	60595	34084
3200	60613	34065
3201	60626	34043
3202	60646	34024
3203	60658	34002
3204	60675	33982
3205	60694	33963
3206	60715	33945
3207	60733	33925
3208	60754	33908
3209	60777	33891
3210	60797	33873
3211	60816	33854
3212	60834	33834
3213	60852	33815
3214	60869	33795
3215	60888	33776
3216	60904	33755
