iter	Logloss
249	0.3180379095
250	0.3179937259
251	0.3179571115
252	0.3178996613
253	0.3178560756
254	0.3178110787
255	0.317754888
256	0.3176999533
257	0.3176413193
258	0.3175750992
259	0.3175286744
260	0.3174881323
261	0.3174290219
262	0.3173915655
263	0.3173569662
264	0.3173031345
265	0.317250216
266	0.3172101562
267	0.3171676893
268	0.3171058698
269	0.3170703394
270	0.317026264
271	0.3169892671
272	0.3169535718
273	0.316900071
274	0.3168470021
275	0.3167926279
276	0.316749515
277	0.3167068436
278	0.3166755296
279	0.3166414331
280	0.3166076278
281	0.3165731042
282	0.3165355034
283	0.3164875628
284	0.3164445979
285	0.3164148671
286	0.3163751237
287	0.3163421328
288	0.3163023209
289	0.3162564122
290	0.3162251908
291	0.3161733008
292	0.3161270733
293	0.3160998544
294	0.316067738
295	0.3160400282
296	0.3159918663
297	0.315965937
298	0.315943038
299	0.3159238755
300	0.3158798867
301	0.3158608782
302	0.3158306891
303	0.3158125154
304	0.3157783239
305	0.3157511915
306	0.3157118307
307	0.3156916036
308	0.3156658378
309	0.3156412727
310	0.315610061
311	0.3155913231
312	0.3155700854
313	0.3155504285
314	0.3155142641
315	0.3154935762
316	0.3154728281
317	0.3154337356
318	0.315403372
319	0.3153784074
320	0.315352786
321	0.315333105
322	0.3153034139
323	0.315277831
324	0.3152531372
325	0.3152198611
326	0.3151846302
327	0.3151498853
328	0.3151254489
329	0.315103807
330	0.315079545
331	0.315054163
332	0.3150308092
333	0.3150127054
334	0.3149763027
335	0.3149571294
336	0.3149310076
337	0.3149054896
338	0.3148923481
339	0.3148698882
340	0.3148546306
341	0.3148317725
342	0.3148153757
343	0.3147882794
344	0.3147675001
345	0.3147496308
346	0.314725216
347	0.3146943231
348	0.3146701826
349	0.3146469696
350	0.3146221867
351	0.3145918989
352	0.3145742281
353	0.3145573332
354	0.3145399728
355	0.3145146474
356	0.3144931041
357	0.3144761515
358	0.3144540886
359	0.3144406511
360	0.3144183584
361	0.3143961403
362	0.3143828593
363	0.3143694435
364	0.3143473108
365	0.3143278307
366	0.3143151174
367	0.3142979819
368	0.314280577
369	0.3142668677
370	0.3142496264
371	0.3142354142
372	0.314208046
373	0.3141823669
374	0.3141660772
375	0.3141496875
376	0.3141259657
377	0.31411533
378	0.3140955504
379	0.314076934
380	0.3140592536
381	0.314032505
382	0.3140167145
383	0.3140021643
384	0.3139887088
385	0.3139717141
386	0.3139603373
387	0.3139442834
388	0.3139338317
389	0.3139223383
390	0.3139041298
391	0.3138831447
392	0.3138703569
393	0.3138527956
394	0.3138376583
395	0.313820921
396	0.3138097007
397	0.3137899259
398	0.3137778935
399	0.3137594023
400	0.313738718
401	0.3137224787
402	0.3137080103
403	0.3136961139
404	0.3136802897
405	0.3136695061
406	0.3136480952
407	0.3136350018
408	0.3136205598
409	0.3136040246
410	0.3135896404
411	0.313576926
412	0.3135639974
413	0.3135487338
414	0.3135337697
415	0.3135177386
416	0.3135048618
417	0.3134902117
418	0.3134795375
419	0.3134623359
420	0.3134501519
421	0.3134405593
422	0.3134213631
423	0.3134089361
424	0.3133947877
425	0.3133824149
426	0.3133628638
427	0.3133506907
428	0.3133425621
429	0.313327829
430	0.3133120986
431	0.3132994287
432	0.3132831534
433	0.3132749068
434	0.3132608402
435	0.3132445769
436	0.313230153
437	0.3132150747
438	0.3132089442
439	0.3131960722
440	0.3131883886
441	0.313176497
442	0.3131678018
443	0.3131600316
444	0.3131502609
445	0.3131393486
446	0.3131284639
447	0.3131179737
448	0.3131107486
449	0.3130996497
450	0.3130880901
451	0.3130705733
452	0.313063199
453	0.3130539287
454	0.3130466434
455	0.3130333262
456	0.3130252228
457	0.3130137619
458	0.3130060639
459	0.3129978018
460	0.3129842608
461	0.312968652
462	0.3129572055
463	0.3129467551
464	0.3129330157
465	0.3129244383
466	0.3129144847
467	0.3129026653
468	0.3128952344
469	0.3128888754
470	0.3128814409
471	0.3128639493
472	0.3128549473
473	0.3128408963
474	0.3128326654
475	0.3128195961
476	0.3128103451
477	0.3128009749
478	0.3127933371
479	0.3127807899
480	0.3127722955
481	0.3127647179
482	0.3127527228
483	0.3127388908
484	0.312730483
485	0.3127162047
486	0.3127056279
487	0.3126981622
488	0.3126860047
489	0.3126780794
490	0.3126707591
491	0.3126613517
492	0.312648215
493	0.3126402259
494	0.3126327878
495	0.3126226646
496	0.3126118557
497	0.3126002853
498	0.3125925945
499	0.3125859937
500	0.3125791053
501	0.3125731625
502	0.3125652468
503	0.312555849
504	0.3125438083
505	0.3125350854
506	0.3125234067
507	0.3125112191
508	0.3125001925
509	0.3124922106
510	0.312483365
511	0.3124770565
512	0.3124640317
513	0.3124563517
514	0.312448495
515	0.3124413468
516	0.312433567
517	0.3124278925
518	0.3124172075
519	0.3124065201
520	0.3123985719
521	0.3123897708
522	0.3123834611
523	0.3123773547
524	0.3123710594
525	0.312362215
526	0.3123501706
527	0.3123417785
528	0.3123341058
529	0.3123274977
530	0.3123165805
531	0.3123075437
532	0.3123005374
533	0.3122938788
534	0.3122873105
535	0.3122795824
536	0.3122705431
537	0.3122602647
538	0.3122536519
539	0.3122477163
540	0.3122427251
541	0.3122347155
542	0.3122288425
543	0.312221402
544	0.3122121834
545	0.3122046407
546	0.3121954245
547	0.3121840731
548	0.3121783769
549	0.3121689502
550	0.3121611716
551	0.3121518917
552	0.3121407219
553	0.3121332285
554	0.3121276899
555	0.3121168641
556	0.3121109875
557	0.3120994712
558	0.3120890761
559	0.3120832681
560	0.3120752742
561	0.3120679588
562	0.3120609946
563	0.3120532281
564	0.3120446483
565	0.3120386069
566	0.3120312674
567	0.3120228404
568	0.3120151569
569	0.3120074746
570	0.3120009507
571	0.3119918068
572	0.311986202
573	0.3119763014
574	0.3119688248
575	0.3119613554
576	0.3119533194
577	0.3119457441
578	0.3119392648
579	0.3119280516
580	0.3119209468
581	0.3119153673
582	0.3119075358
583	0.3118994661
584	0.3118905314
585	0.3118855486
586	0.3118775174
587	0.3118674123
588	0.3118617305
589	0.3118564746
590	0.3118488789
591	0.3118436531
592	0.3118378607
593	0.3118292641
594	0.3118255252
595	0.31181494
596	0.3118048638
597	0.3117995068
598	0.3117925114
599	0.311785943
600	0.3117772117
601	0.3117705038
602	0.3117622392
603	0.3117557707
604	0.3117456343
605	0.3117376392
606	0.3117323219
607	0.3117250992
608	0.3117151071
609	0.311707509
610	0.3117013809
611	0.3116969683
612	0.311690424
613	0.3116845149
614	0.3116776951
615	0.3116729975
616	0.3116666769
617	0.3116597946
618	0.3116492419
619	0.3116416642
620	0.3116354363
621	0.3116289967
622	0.311619558
623	0.3116122498
624	0.3116076135
625	0.3116016875
626	0.3115942939
627	0.3115868474
628	0.3115803716
629	0.3115726304
630	0.3115652644
631	0.3115591604
632	0.3115517632
633	0.3115462294
634	0.3115410036
635	0.3115341249
636	0.311527239
637	0.3115204132
638	0.3115145125
639	0.3115100542
640	0.3115035412
641	0.3114959527
642	0.3114899365
643	0.3114842969
644	0.3114785225
645	0.3114744479
646	0.311468919
647	0.3114610562
648	0.3114533979
649	0.3114488795
650	0.3114428825
651	0.3114380934
652	0.311431157
653	0.3114241868
654	0.3114182945
655	0.3114107241
656	0.3114059698
657	0.3113988493
658	0.3113941949
659	0.3113891219
660	0.3113841523
661	0.3113787521
662	0.3113703853
663	0.311360167
664	0.3113565857
665	0.3113505443
666	0.3113441371
667	0.3113381847
668	0.3113324211
669	0.3113265108
670	0.3113225241
671	0.3113169554
672	0.3113108791
673	0.3113058277
674	0.3112992185
675	0.3112930014
676	0.3112858183
677	0.3112808331
678	0.3112757035
679	0.3112706943
680	0.3112652796
681	0.3112599792
682	0.3112530824
683	0.3112458067
684	0.3112385033
685	0.3112342736
686	0.3112274466
687	0.3112214388
688	0.3112166112
689	0.311210281
690	0.3112048543
691	0.3112001723
692	0.3111946541
693	0.3111886247
694	0.3111824979
695	0.3111758345
696	0.3111709335
697	0.3111653323
698	0.3111569451
699	0.3111513559
700	0.3111448526
701	0.3111397134
702	0.3111330079
703	0.3111246434
704	0.3111201863
705	0.3111137335
706	0.31110832
707	0.3111016578
708	0.3110968242
709	0.311091869
710	0.3110864544
711	0.3110800809
712	0.3110741453
713	0.3110691673
714	0.3110655752
715	0.3110588889
716	0.3110544138
717	0.3110502983
718	0.3110471874
719	0.3110419423
720	0.3110380037
721	0.3110339557
722	0.3110272658
723	0.3110220171
724	0.3110180761
725	0.3110137153
726	0.3110071253
727	0.3110005762
728	0.3109953876
729	0.3109895663
730	0.310984509
731	0.3109798137
732	0.3109754793
733	0.3109700165
734	0.3109641531
735	0.3109587901
736	0.3109531589
737	0.3109473051
738	0.3109421491
739	0.3109367729
740	0.3109307423
741	0.3109259171
742	0.3109216633
743	0.3109162354
744	0.3109129151
745	0.3109084688
746	0.3109036292
747	0.3108989387
748	0.3108937117
749	0.3108878712
750	0.3108803212
751	0.3108765317
752	0.3108725077
753	0.3108667502
754	0.3108628332
755	0.3108591328
756	0.3108540081
757	0.3108477874
758	0.3108416665
759	0.310837266
760	0.3108319812
761	0.3108273244
762	0.3108236673
763	0.3108187001
764	0.3108128055
765	0.3108091448
766	0.310803765
767	0.3107981362
768	0.3107924977
769	0.3107877675
770	0.3107815841
771	0.3107753009
772	0.3107707055
773	0.3107662989
774	0.3107615892
775	0.3107565438
776	0.310752118
777	0.3107466816
778	0.3107419034
779	0.3107378312
780	0.3107343582
781	0.3107287835
782	0.3107228804
783	0.3107201123
784	0.3107160991
785	0.3107124011
786	0.3107081329
787	0.3107018075
788	0.3106990118
789	0.310692939
790	0.3106873223
791	0.3106839009
792	0.3106813013
793	0.3106770932
794	0.3106713946
795	0.3106662494
796	0.3106629893
797	0.3106576071
798	0.3106526628
799	0.3106485786
800	0.3106423387
801	0.3106370768
802	0.3106319532
803	0.3106266805
804	0.3106203768
805	0.3106137495
806	0.3106078644
807	0.3106038284
808	0.3105993496
809	0.3105948853
810	0.3105888884
811	0.3105845372
812	0.3105795243
813	0.3105751117
814	0.3105701951
815	0.3105669217
816	0.3105629831
817	0.3105603161
818	0.3105558927
819	0.3105473646
820	0.310543266
821	0.3105393767
822	0.3105385298
823	0.3105334496
824	0.3105302496
825	0.3105253498
826	0.3105205078
827	0.3105167075
828	0.3105106949
829	0.3105068598
830	0.3105031209
831	0.3104974728
832	0.3104928942
833	0.3104883661
834	0.3104841196
835	0.3104794243
836	0.3104763542
837	0.3104723675
838	0.3104675471
839	0.3104618569
840	0.3104584452
841	0.3104536886
842	0.3104496104
843	0.3104454818
844	0.3104411438
845	0.310435924
846	0.3104312876
847	0.3104269328
848	0.3104217286
849	0.3104151916
850	0.310411585
851	0.3104069871
852	0.3104023869
853	0.3103993265
854	0.3103943292
855	0.3103893091
856	0.3103843516
857	0.3103803191
858	0.3103748106
859	0.3103697532
860	0.3103641894
861	0.3103593016
862	0.3103543332
863	0.3103522713
864	0.310346924
865	0.310342106
866	0.3103373193
867	0.310331113
868	0.3103277663
869	0.3103223697
870	0.3103181832
871	0.3103146067
872	0.3103117075
873	0.3103078291
874	0.3103051223
875	0.3102993179
876	0.3102955284
877	0.310290773
878	0.3102846377
879	0.310279199
880	0.3102765524
881	0.3102716502
882	0.3102641904
883	0.310258979
884	0.3102552329
885	0.3102501503
886	0.3102450303
887	0.3102411326
888	0.3102367826
889	0.310233028
890	0.3102282028
891	0.310221383
892	0.3102166769
893	0.3102125158
894	0.310209086
895	0.3102045459
896	0.3102000672
897	0.3101959132
898	0.3101927409
899	0.3101876884
900	0.3101831627
901	0.3101798845
902	0.3101753637
903	0.3101706768
904	0.3101658456
905	0.3101606955
906	0.3101568652
907	0.3101535209
908	0.3101490445
909	0.3101458722
910	0.3101404407
911	0.310134611
912	0.3101305713
913	0.3101252301
914	0.3101213215
915	0.31011605
916	0.3101123135
917	0.3101077902
918	0.3101051124
919	0.3101017223
920	0.3100978824
921	0.3100928262
922	0.3100880864
923	0.3100852365
924	0.3100820461
925	0.3100776155
926	0.3100739067
927	0.310068563
928	0.3100640289
929	0.3100598388
930	0.3100577565
931	0.3100533691
932	0.3100487845
933	0.3100447774
934	0.310040864
935	0.310036437
936	0.3100312906
937	0.3100268275
938	0.3100227012
939	0.310018611
940	0.3100135488
941	0.310010889
942	0.3100053841
943	0.3100024367
944	0.3099981998
945	0.3099964771
946	0.3099915316
947	0.3099871864
948	0.3099820219
949	0.3099789447
950	0.3099752707
951	0.3099705417
952	0.3099680046
953	0.309963183
954	0.3099589088
955	0.3099556462
956	0.309954246
957	0.3099500475
958	0.3099462244
959	0.309941801
960	0.3099376073
961	0.3099334149
962	0.3099299286
963	0.3099255605
964	0.3099196538
965	0.3099151823
966	0.3099104894
967	0.3099059613
968	0.3099033797
969	0.3098977521
970	0.3098937461
971	0.3098897305
972	0.3098854238
973	0.3098822804
974	0.3098791706
975	0.3098732627
976	0.3098697247
977	0.3098657236
978	0.3098607961
979	0.3098559168
980	0.3098513466
981	0.309845636
982	0.3098404571
983	0.3098360168
984	0.3098315729
985	0.309827721
986	0.3098242142
987	0.3098205704
988	0.3098163382
989	0.3098123551
990	0.3098075552
991	0.3098029092
992	0.3097985964
993	0.3097943018
994	0.3097896931
995	0.3097848811
996	0.3097805696
997	0.3097765022
998	0.3097727657
999	0.3097685901
1000	0.309764423
1001	0.3097618245
1002	0.3097570654
1003	0.3097520201
1004	0.3097486661
1005	0.3097456707
1006	0.309740096
1007	0.309735918
1008	0.3097317556
1009	0.3097270158
1010	0.3097227223
1011	0.30971856
1012	0.309714394
1013	0.309709813
1014	0.3097054437
1015	0.3097007713
1016	0.3096982234
1017	0.3096937999
1018	0.3096910102
1019	0.309686523
1020	0.3096814295
1021	0.3096783908
1022	0.3096728365
1023	0.3096691782
1024	0.3096665834
1025	0.3096629347
1026	0.3096570761
1027	0.3096547736
1028	0.3096497619
1029	0.3096462431
1030	0.3096413109
1031	0.309636529
1032	0.309633821
1033	0.3096304514
1034	0.3096257886
1035	0.309623302
1036	0.3096208359
1037	0.3096132883
1038	0.3096109545
1039	0.3096074273
1040	0.3096030243
1041	0.3095978575
1042	0.309594441
1043	0.30958957
1044	0.3095866023
1045	0.3095829921
1046	0.3095781284
1047	0.3095726343
1048	0.3095705687
1049	0.3095677922
1050	0.3095646765
1051	0.3095601761
1052	0.309554599
1053	0.3095503861
1054	0.3095455296
1055	0.3095416752
1056	0.3095374058
1057	0.3095335273
1058	0.3095290907
1059	0.3095259448
1060	0.3095229374
1061	0.3095180929
1062	0.3095139329
1063	0.3095100497
1064	0.309506816
1065	0.3095021857
1066	0.3094985298
1067	0.309494596
1068	0.3094923861
1069	0.3094879759
1070	0.3094838809
1071	0.3094800843
1072	0.3094753866
1073	0.3094710522
1074	0.3094669091
1075	0.3094627371
1076	0.3094588069
1077	0.3094560941
1078	0.3094524936
1079	0.3094496581
1080	0.3094450085
1081	0.3094432209
1082	0.3094415764
1083	0.309437479
1084	0.3094350116
1085	0.309431304
1086	0.3094284481
1087	0.3094256776
1088	0.3094223369
1089	0.3094187171
1090	0.3094151382
1091	0.3094122149
1092	0.3094092074
1093	0.3094062264
1094	0.3094032514
1095	0.3093984947
1096	0.3093940701
1097	0.3093902374
1098	0.3093873358
1099	0.3093841129
1100	0.3093801238
1101	0.3093765172
1102	0.309373061
1103	0.3093706177
1104	0.309366376
1105	0.3093619381
1106	0.3093578576
1107	0.3093532284
1108	0.3093485368
1109	0.3093446571
1110	0.3093393519
1111	0.3093354987
1112	0.3093330614
1113	0.3093294212
1114	0.3093259457
1115	0.3093233978
1116	0.309319642
1117	0.309316981
1118	0.3093126947
1119	0.3093092217
1120	0.3093057619
1121	0.3093001138
1122	0.3092950865
1123	0.3092906931
1124	0.3092859533
1125	0.3092822674
1126	0.3092772533
1127	0.3092725869
1128	0.3092684474
1129	0.3092650802
1130	0.3092605052
1131	0.3092575434
1132	0.3092529636
1133	0.3092489625
1134	0.3092456951
1135	0.3092408723
1136	0.309238352
1137	0.3092359184
1138	0.3092324562
1139	0.309228236
1140	0.3092259022
1141	0.3092215089
1142	0.3092163565
1143	0.3092140732
1144	0.3092116443
1145	0.3092074002
1146	0.3092029238
1147	0.309196744
1148	0.309191493
1149	0.3091896668
1150	0.3091855803
1151	0.3091818089
1152	0.3091778895
1153	0.3091734685
1154	0.309168618
1155	0.3091660893
1156	0.3091631673
1157	0.309157832
1158	0.3091539848
1159	0.3091517701
1160	0.3091476294
1161	0.3091446111
1162	0.3091417479
1163	0.3091369263
1164	0.3091338611
1165	0.3091294485
1166	0.3091256867
1167	0.3091227442
1168	0.3091183172
1169	0.3091134559
1170	0.3091091744
1171	0.3091050445
1172	0.3091019998
1173	0.3090990717
1174	0.3090944883
1175	0.3090906206
1176	0.309086267
1177	0.309080951
1178	0.3090771339
1179	0.309073674
1180	0.3090700554
1181	0.3090667412
1182	0.3090618402
1183	0.3090595509
1184	0.3090557422
1185	0.3090506054
1186	0.30904572
1187	0.3090423721
1188	0.3090382025
1189	0.3090343662
1190	0.3090288553
1191	0.3090252186
1192	0.3090215471
1193	0.30901757
1194	0.3090138046
1195	0.3090100524
1196	0.3090049554
1197	0.3090011816
1198	0.3089972694
1199	0.3089936761
1200	0.3089893814
1201	0.3089854127
1202	0.3089824714
1203	0.3089777171
1204	0.3089736137
1205	0.3089716986
1206	0.3089680908
1207	0.3089642761
1208	0.3089602412
1209	0.3089574659
1210	0.3089529727
1211	0.3089477373
1212	0.3089426655
1213	0.3089389434
1214	0.3089345657
1215	0.3089325423
1216	0.3089282199
1217	0.3089261435
1218	0.3089214988
1219	0.3089184047
1220	0.3089153888
1221	0.3089110315
1222	0.3089071386
1223	0.308904409
1224	0.3089004909
1225	0.3088957884
1226	0.3088925776
1227	0.3088889963
1228	0.3088847268
1229	0.3088811022
1230	0.3088788562
1231	0.30887428
1232	0.3088707637
1233	0.3088663643
1234	0.3088633821
1235	0.3088576125
1236	0.3088535043
1237	0.3088495934
1238	0.3088475278
1239	0.3088438154
1240	0.3088417787
1241	0.3088381854
1242	0.3088350949
1243	0.3088313764
1244	0.3088267954
1245	0.3088238625
1246	0.3088194138
1247	0.308814087
1248	0.308808949
1249	0.3088066561
1250	0.3088020546
1251	0.3087974122
1252	0.3087924415
1253	0.308788569
1254	0.3087845655
1255	0.3087801144
1256	0.308777724
1257	0.3087737578
1258	0.3087691768
1259	0.3087637428
1260	0.3087590463
1261	0.3087531456
1262	0.3087514639
1263	0.3087473785
1264	0.3087446513
1265	0.308741799
1266	0.3087373034
1267	0.3087336559
1268	0.3087294466
1269	0.3087255333
1270	0.3087215021
1271	0.3087174636
1272	0.3087143996
1273	0.3087095708
1274	0.30870719
1275	0.3087038529
1276	0.3086998181
1277	0.3086966927
1278	0.3086927384
1279	0.3086892907
1280	0.3086855
1281	0.3086801515
1282	0.3086782893
1283	0.308673689
1284	0.3086702761
1285	0.3086672205
1286	0.3086633288
1287	0.3086586155
1288	0.3086551689
1289	0.3086521771
1290	0.3086487112
1291	0.3086441014
1292	0.3086406704
1293	0.3086361905
1294	0.308630848
1295	0.3086273569
1296	0.3086232859
1297	0.3086204529
1298	0.308617763
1299	0.3086135308
1300	0.3086100879
1301	0.3086064909
1302	0.3086045637
1303	0.3086003015
1304	0.3085968718
1305	0.3085921356
1306	0.3085892231
1307	0.3085850596
1308	0.3085816286
1309	0.3085785911
1310	0.3085761526
1311	0.3085723872
1312	0.3085694736
1313	0.3085650634
1314	0.3085605257
1315	0.3085554731
1316	0.3085513829
1317	0.3085479664
1318	0.3085452717
1319	0.3085395936
1320	0.308535572
1321	0.3085306264
1322	0.3085264677
1323	0.3085227348
1324	0.3085195144
1325	0.3085167102
1326	0.3085146988
1327	0.3085132636
1328	0.3085101394
1329	0.3085059554
1330	0.3085029143
1331	0.3084992704
1332	0.3084946641
1333	0.3084905715
1334	0.308486663
1335	0.3084840453
1336	0.3084797025
1337	0.308474947
1338	0.3084706331
1339	0.3084658416
1340	0.3084617032
1341	0.3084596016
1342	0.308456635
1343	0.3084518832
1344	0.308449458
1345	0.3084442658
1346	0.3084415206
1347	0.308437653
1348	0.3084331935
1349	0.3084300549
1350	0.3084257337
1351	0.308423134
1352	0.3084178108
1353	0.3084129952
1354	0.3084101681
1355	0.308407791
1356	0.3084043384
1357	0.3084003264
1358	0.3083959511
1359	0.3083934453
1360	0.3083909166
1361	0.3083876132
1362	0.3083836229
1363	0.3083805636
1364	0.3083766106
1365	0.3083732591
1366	0.3083685602
1367	0.3083658474
1368	0.3083613903
1369	0.3083571991
1370	0.3083539859
1371	0.3083510578
1372	0.3083471841
1373	0.3083439974
1374	0.3083415252
1375	0.3083387944
1376	0.3083346862
1377	0.308332202
1378	0.3083272349
1379	0.308324314
1380	0.308320859
1381	0.3083167231
1382	0.3083143315
1383	0.3083110089
1384	0.3083090167
1385	0.3083065349
1386	0.3083015389
1387	0.3082967137
1388	0.3082938313
1389	0.3082901309
1390	0.3082863848
1391	0.3082841159
1392	0.3082805274
1393	0.3082780179
1394	0.3082732962
1395	0.3082690111
1396	0.30826616
1397	0.308262788
1398	0.3082602629
1399	0.3082589348
1400	0.3082546113
1401	0.3082521511
1402	0.3082494095
1403	0.3082457079
1404	0.3082431323
1405	0.3082407239
1406	0.3082385681
1407	0.3082358927
1408	0.3082337213
1409	0.3082303721
1410	0.308227752
1411	0.3082256251
1412	0.308223408
1413	0.3082202417
1414	0.3082164198
1415	0.3082133124
1416	0.3082092824
1417	0.3082052945
1418	0.3082014124
1419	0.3081990979
1420	0.3081954059
1421	0.3081922179
1422	0.308188331
1423	0.3081841735
1424	0.3081821477
1425	0.3081798102
1426	0.3081751787
1427	0.3081729724
1428	0.3081684299
1429	0.3081648329
1430	0.3081626531
1431	0.3081603662
1432	0.3081558189
1433	0.3081535549
1434	0.3081514629
1435	0.3081474809
1436	0.30814389
1437	0.3081417463
1438	0.3081397782
1439	0.3081372759
1440	0.3081331966
1441	0.3081306775
1442	0.3081278192
1443	0.3081254697
1444	0.3081222782
1445	0.308119071
1446	0.3081172292
1447	0.3081134915
1448	0.3081106128
1449	0.308107509
1450	0.308104516
1451	0.3081029485
1452	0.3081011247
1453	0.3080982375
1454	0.3080939934
1455	0.3080921348
1456	0.3080876921
1457	0.3080858275
1458	0.3080830257
1459	0.3080803442
1460	0.3080786672
1461	0.3080761915
1462	0.308074156
1463	0.3080715118
1464	0.3080685464
1465	0.3080658505
1466	0.3080615522
1467	0.3080589116
1468	0.3080564118
1469	0.3080527511
1470	0.3080487535
1471	0.3080459506
1472	0.3080440174
1473	0.3080415296
1474	0.3080396469
1475	0.3080356253
1476	0.3080333877
1477	0.3080315134
1478	0.3080274425
1479	0.308023629
1480	0.3080222516
1481	0.3080193812
1482	0.3080169307
1483	0.3080143298
1484	0.3080112502
1485	0.3080093952
1486	0.3080068881
1487	0.3080040731
1488	0.3080024948
1489	0.3080006987
1490	0.3079991456
1491	0.3079969526
1492	0.3079925556
1493	0.3079898573
1494	0.3079865575
1495	0.3079828018
1496	0.3079804679
1497	0.3079772006
1498	0.3079741763
1499	0.3079723357
1500	0.3079693872
1501	0.307965937
1502	0.3079632579
1503	0.307961273
1504	0.3079571322
1505	0.3079555684
1506	0.3079526607
1507	0.3079505783
1508	0.3079490385
1509	0.30794404
1510	0.3079419444
1511	0.307939678
1512	0.3079367174
1513	0.3079335716
1514	0.3079299385
1515	0.3079282423
